Name,batter,xRA_100
Travis d'Arnaud,518595,-1.0751173708920208
J.D. Martinez,502110,1.9818791946308707
Justin Turner,457759,4.061654135338346
Lars Nootbaar,663457,4.263688760806916
Andrew Benintendi,643217,4.1072936660268695
Francisco Lindor,596019,1.5864022662889528
Steven Kwan,680757,0.5778996865203756
Oscar Gonzalez,660757,-1.714136125654451
Ian Happ,664023,0.4482059282371288
Dansby Swanson,621020,2.2159482758620688
Ty France,664034,0.9805872756933108
Jake McCarthy,664983,-1.3915254237288146
Kolten Wong,543939,2.24728370221328
Anthony Santander,623993,1.9131375579598136
Randy Arozarena,668227,-1.7900775193798444
Ronald Acuna Jr.,660670,2.6632270168855534
C.J. Cron,543068,0.4849683544303782
Seiya Suzuki,673548,1.2760089686098648
J.D. Davis,605204,0.7052054794520553
Jorge Polanco,593871,3.7883146067415705
Gio Urshela,570482,1.6232304900181487
Josh Naylor,647304,1.856224899598393
Sean Murphy,669221,2.0839869281045726
Corey Seager,608369,5.903469079939666
Matt Chapman,656305,2.7697262479871165
Garrett Cooper,643265,1.440298507462685
Cal Raleigh,663728,1.0946987951807214
DJ LeMahieu,518934,3.1282809611829934
Jose Miranda,669304,1.4792960662525871
Gleyber Torres,650402,2.429545454545453
Gavin Lux,666158,1.7426751592356675
Christian Yelich,592885,1.8627421758569276
Harold Ramirez,623912,-0.7818390804597715
Rowdy Tellez,642133,2.357929883138563
Giancarlo Stanton,519317,0.7420353982300876
Luis Urias,649966,1.0999999999999992
Lourdes Gurriel Jr.,666971,1.943204868154157
Andrew Vaughn,683734,2.787567567567565
Chas McCormick,676801,0.9267813267813264
Josh Rojas,668942,3.0943137254901965
Ryan McMahon,641857,2.415410385259631
Willy Adames,642715,2.0583468395461915
Adolis Garcia,666969,-0.0850837138508392
Luis Robert,673357,0.7955112219451367
Salvador Perez,521692,2.8938689217758973
Wander Franco,677551,2.3924418604651168
Seth Brown,664913,-0.12900900900901016
Yonathan Daza,602074,-2.2683823529411753
Isaac Paredes,670623,1.473753280839894
Tim Anderson,641313,1.76011396011396
Daulton Varsho,662139,-0.6047297297297324
Christopher Morel,666624,-2.7087058823529433
Eric Haase,606992,-1.2327635327635322
Ji-Man Choi,596847,2.2219570405727906
Nick Gordon,624503,1.359819413092549
Brendan Rodgers,663898,2.985370051635111
Oneil Cruz,665833,-2.668975069252078
Jurickson Profar,595777,1.6693009118541027
Jean Segura,516416,-1.1594315245478044
Nico Hoerner,663538,0.11586073500966984
Alex Verdugo,657077,3.1476708074534163
Donovan Solano,456781,-0.7391447368421061
Christian Arroyo,624414,0.8006666666666659
Jake Cronenworth,630105,0.13347953216374223
Max Muncy,571970,5.112743362831858
Tommy Edman,669242,0.23793650793650775
Thairo Estrada,642731,-1.0558225508317944
Marcus Semien,543760,1.417679558011048
Ketel Marte,606466,2.412007168458781
Charlie Blackmon,453568,-1.0954939341421157
Patrick Wisdom,621550,-1.2408239700374557
Trevor Story,596115,-1.880555555555555
Ryan Mountcastle,663624,2.364367816091953
Nolan Gorman,669357,1.0514376996805102
Cedric Mullins II,656775,-0.9663690476190473
Yadiel Hernandez,628450,1.573088685015288
David Peralta,444482,0.7363265306122457
Randal Grichuk,545341,-1.9124535315985125
Tyrone Taylor,621438,-0.45802469135802504
Austin Hays,669720,-0.8680412371134018
Jonathan India,663697,-2.4125290023201846
Connor Joe,656582,0.474304068522482
Luis Rengifo,650859,-1.05949119373777
Bryan De La Cruz,650559,2.7946478873239426
Ramon Urias,602104,0.7602247191011243
Eric Hosmer,543333,0.4229116945107386
Ha-seong Kim,673490,0.04003436426116817
Jesse Winker,608385,2.519561243144424
Wilmer Flores,527038,2.1636212624584723
Trey Mancini,641820,1.4120954003407131
Christian Vazquez,543877,0.6591549295774646
Jose Iglesias,578428,-3.2828693790149903
Luis Guillorme,641645,1.1952238805970146
Luke Voit,572228,1.4024647887323936
Eduardo Escobar,500871,0.32453874538745225
Jack Suwinski,669261,-0.7314516129032248
Amed Rosario,642708,-1.320000000000001
Bobby Witt Jr.,677951,-1.8335443037974697
MJ Melendez,669004,1.9438202247190999
Elvis Andrus,462101,-0.6532062391681107
Alec Bohm,664761,1.5709984152139458
Joey Votto,458015,1.21196808510638
Jeremy Pena,665161,-1.4315412186379943
Andrew McCutchen,457705,2.627758620689655
Kyle Farmer,571657,0.08782161234991355
Manuel Margot,622534,-1.3630853994490368
Carlos Santana,467793,4.469762845849803
Gavin Sheets,657757,-1.7126829268292694
Lane Thomas,657041,-1.7149635036496351
Ben Gamel,592325,1.6643026004728112
Tyler O'Neill,641933,0.771801566579633
Mike Yastrzemski,573262,1.7897849462365594
Dylan Carlson,666185,0.6987704918032791
Emmanuel Rivera,656896,-1.1114206128133715
Jace Peterson,607054,-0.3432926829268299
J.P. Crawford,641487,1.8273631840795996
Jonah Heim,641680,0.8340000000000001
Santiago Espinal,669289,0.47026476578411175
Josh Harrison,543281,-2.25364705882353
Jorge Soler,624585,0.13725490196078344
Rafael Ortega,542364,1.2646900269541774
Nick Castellanos,592206,-2.224014336917564
Tommy Pham,502054,0.8046623794212211
Tyler Naquin,571980,-1.4266467065868271
Luis Garcia,671277,-1.696286472148543
Riley Greene,682985,-0.6488038277511957
Kevin Newman,621028,-2.477993527508091
Luis Gonzalez,670768,-1.1682857142857146
Cavan Biggio,624415,-1.1716171617161724
Josh Donaldson,518626,0.06446886446886323
Aledmys Diaz,649557,1.1724770642201843
Christian Bethancourt,542194,-0.9672672672672673
Keibert Ruiz,660688,2.5224018475750563
Max Kepler,596146,3.7304932735426
Jon Berti,542932,0.33415841584158407
Chris Taylor,621035,-1.5350220264317203
Jesus Sanchez,660821,-1.3746355685131206
Marcell Ozuna,542303,0.8779092702169625
Hunter Dozier,641531,-0.542
A.J. Pollock,572041,0.8470588235294103
Michael A. Taylor,572191,-2.175877192982457
Leody Taveras,665750,-2.8134897360703826
Harold Castro,605612,0.8038374717832941
Brandon Marsh,669016,-3.543817787418656
Adam Duvall,594807,-2.2225396825396824
Ke'Bryan Hayes,663647,1.3228571428571432
Whit Merrifield,593160,0.8521818181818168
Ramon Laureano,657656,-2.060835509138383
Brian Anderson,605119,-0.8381201044386435
Jose Trevino,624431,-2.053257790368272
Raimel Tapia,606132,-1.5314087759815247
Aaron Hicks,543305,-0.25916114790287004
Nelson Cruz,443558,1.1104536489151875
Darin Ruf,573131,-0.31829896907216526
Javier Baez,595879,-3.1791525423728824
Gary Sanchez,596142,-0.6422505307855643
Austin Nola,543592,2.0216624685138522
Bryson Stott,681082,-1.2439914163090111
Brandon Crawford,543063,0.06681222707423524
Victor Caratini,605170,1.3640127388535022
Joey Wendle,621563,-2.0231805929919147
Jesus Aguilar,542583,-0.849704142011835
Tony Kemp,643393,-2.4267025089605743
Bobby Dalbec,666915,-1.4773371104815887
Owen Miller,680911,-1.8408898305084769
Harrison Bader,664056,-4.434824281150161
Joey Gallo,608336,-0.6260975609756099
Willi Castro,650489,-4.281887755102042
Isiah Kiner-Falefa,643396,-1.6114877589453864
Matt Vierling,663837,1.3282913165266104
Yuli Gurriel,493329,-1.5996575342465764
Elias Diaz,553869,-0.9902887139107626
Cody Bellinger,641355,-0.912727272727273
Victor Reyes,622682,-2.535416666666667
Robbie Grossman,543257,-0.20314465408805207
Cesar Hernandez,514917,-0.6157212317666129
Michael Chavis,656308,-4.18943661971831
Jorge Mateo,622761,-3.130769230769231
Chad Pinder,640461,-3.0158311345646442
Trent Grisham,663757,-1.1971374045801522
Enrique Hernandez,571771,-0.08208955223880621
Franmil Reyes,614177,-2.7255813953488377
Gilberto Celestino,665482,-1.380403458213257
Rougned Odor,596059,-2.1434322033898305
Jared Walsh,665120,-1.989867841409694
Jeimer Candelario,600869,-0.7852248394004293
Miguel Cabrera,408234,-1.2002309468822177
Yoan Moncada,660162,-1.4496535796766752
Carson Kelly,608348,0.3771186440677966
Adam Frazier,624428,-0.19983388704319047
Spencer Torkelson,679529,0.6772277227722738
Alek Thomas,677950,-2.7464720194647194
Nick Senzel,669222,-0.26785714285714435
Jose Siri,642350,-7.005846153846153
Miguel Rojas,500743,-0.3287968441814599
CJ Abrams,682928,-4.25132450331126
Jacob Stallings,607732,-1.9656249999999997
Tomas Nido,621512,-1.8370607028754
Martin Maldonado,455117,-2.341688654353563
Yasmani Grandal,518735,1.7053191489361696
Maikel Franco,596748,-3.445876288659794
Kole Calhoun,594777,-0.3443396226415101
Victor Robles,645302,-4.9879606879606895
Avisail Garcia,541645,-2.5673684210526324
Max Stassi,545358,-1.563733333333333
Myles Straw,664702,-0.28473154362416214
Tucker Barnhart,571466,-3.6058441558441565
Geraldo Perdomo,672695,-2.1447999999999987
Taylor Walls,670764,-0.4667381974248936
Jackie Bradley Jr.,598265,-1.7318918918918913
Nicky Lopez,670032,-1.2281250000000024
Abraham Toro,647351,-2.29375
Jonathan Schoop,570731,-1.8209803921568635
Nick Allen,669397,-4.818098159509203
Andrew Velazquez,623205,-4.429512893982807
Austin Hedges,595978,-4.0949704142011845
Leury Garcia,544725,-2.9580952380952397
