Name,batter,xRA_100
Alex Kirilloff,666135,1.4642633228840138
Xander Bogaerts,593428,-0.37578947368420956
Ryan Noda,676116,0.6931313131313147
Jack Suwinski,669261,1.1889513108614234
Jordan Walker,691023,-0.20989247311827977
Anthony Santander,623993,0.18506097560975615
Nathaniel Lowe,663993,2.34060773480663
Jorge Polanco,593871,2.718075801749271
Vladimir Guerrero Jr.,665489,4.242082111436951
Ryan O'Hearn,656811,2.2758152173913047
Brandon Drury,592273,-0.827533460803058
Mickey Moniak,666160,-4.159133126934985
Luis Rengifo,650859,0.6835955056179791
Masataka Yoshida,807799,1.0643103448275864
Jake Fraley,641584,0.34684210526315873
Donovan Solano,456781,1.1333333333333344
Bryan Reynolds,668804,3.815468749999999
Danny Jansen,643376,0.5710963455149509
Nick Castellanos,592206,-0.9330849478390456
Josh Jung,673962,0.6897087378640774
Lane Thomas,657041,-0.5409090909090909
Jesus Sanchez,660821,0.7796019900497527
Brandon Lowe,664040,0.9362385321100916
Manny Machado,592518,2.3555740432612327
Ryan Mountcastle,663624,0.7795744680851056
Trea Turner,607208,0.7942112879884226
Patrick Wisdom,621550,0.7268211920529799
Mike Yastrzemski,573262,2.125196850393701
Mark Canha,592192,-0.15345167652859726
Randal Grichuk,545341,1.2927813163481963
Connor Joe,656582,1.5004237288135607
Tommy Pham,502054,3.344490644490645
Fernando Tatis Jr.,665487,2.0444094488188984
Joc Pederson,592626,4.419529411764706
Ezequiel Duran,677649,-1.1505694760820049
Ha-seong Kim,673490,-0.36613418530351405
Austin Hays,669720,-1.5151943462897524
Mike Tauchman,643565,3.2985037406483784
Lourdes Gurriel Jr.,666971,2.4184121621621624
Alec Bohm,664761,2.8045826513911636
Taylor Ward,621493,2.5261613691931553
Edward Olivares,658668,0.37896103896103794
Matt Chapman,656305,2.4018932874354557
Willi Castro,650489,-2.8552567237163817
Jonathan India,663697,1.9141776937618156
Nolan Arenado,571448,0.7581699346405226
Daniel Vogelbach,596129,2.8724137931034477
Aaron Hicks,543305,-1.742628205128205
Cal Raleigh,663728,-0.13409490333919125
Spencer Torkelson,679529,2.7095029239766086
Jazz Chisholm Jr.,665862,-1.5049608355091355
Jon Berti,542932,-0.7929245283018869
Ryan McMahon,641857,0.4993620414673044
Eloy Jimenez,650391,-0.14723926380368166
Gabriel Moreno,672515,0.7113157894736846
Dansby Swanson,621020,1.4394984326018812
Ke'Bryan Hayes,663647,1.7190476190476194
J.T. Realmuto,592663,-0.03314814814814853
Jonah Heim,641680,1.3245508982035925
Chris Taylor,621035,-0.9171874999999983
Carlos Santana,467793,1.3363489499192245
Bryson Stott,681082,-0.05124999999999991
Josh Bell,605137,2.3393841166936813
Robbie Grossman,543257,1.5000000000000002
Eddie Rosario,592696,-1.0356589147286825
Nico Hoerner,663538,-0.15944767441860433
Alex Verdugo,657077,2.1686046511627906
Andrew Vaughn,683734,0.6743089430894295
Orlando Arcia,606115,0.09024390243902404
J.D. Davis,605204,-0.7032967032967026
Jarred Kelenic,672284,0.8882211538461544
Andy Ibanez,628451,0.5668407310704964
Kevin Kiermaier,595281,-2.5267156862745104
George Springer,543807,1.229575402635432
Joey Gallo,608336,-1.4689759036144576
Geraldo Perdomo,672695,-0.3240404040404035
Jose Siri,642350,-4.485714285714285
Cavan Biggio,624415,-0.20207100591715868
Teoscar Hernandez,606192,-1.3387905604719759
Thairo Estrada,642731,-2.5728301886792457
Leody Taveras,665750,0.9521660649819493
Kyle Farmer,571657,-1.0162601626016268
Yoan Moncada,660162,-0.8187675070028011
Ty France,664034,0.5165413533834587
Michael Conforto,624424,2.228085106382979
Matt Vierling,663837,-0.6371698113207552
DJ LeMahieu,518934,-0.052135231316724893
Joey Meneses,608841,-0.28828006088280117
Elias Diaz,553869,-0.7365019011406837
Jeff McNeil,643446,0.3783950617283942
Eugenio Suarez,553993,0.879827089337176
Steven Kwan,680757,0.5271587743732585
Garrett Cooper,643265,-0.5814004376367615
Anthony Rizzo,519203,0.26270783847981205
Jake Rogers,668670,-0.0024657534246573846
Yan Gomes,543228,-0.2463007159904528
Willy Adames,642715,-0.03667711598746109
Byron Buxton,621439,-0.5749279538904902
Cedric Mullins II,656775,-2.1151648351648342
Mauricio Dubon,643289,-1.5752032520325203
Ramon Urias,602104,-2.438888888888889
Keibert Ruiz,660688,0.8026690391459073
MJ Melendez,669004,1.5044850498338873
Francisco Alvarez,682626,0.004255319148936122
Jeremy Pena,665161,-1.1446372239747622
Edmundo Sosa,624641,-4.538666666666667
Andres Gimenez,665926,-3.425811688311689
Bryan De La Cruz,650559,1.0797124600638972
Carlos Correa,621043,1.0793103448275867
Alejandro Kirk,672386,2.8985781990521335
Hunter Renfroe,592669,-0.7406934306569352
Michael A. Taylor,572191,-2.1414948453608242
Elehuris Montero,660707,-5.8185667752443
Dominic Smith,642086,1.4199658703071671
CJ Abrams,682928,-0.9754071661237784
Tommy Edman,669242,-0.4945075757575752
Tyler Stephenson,663886,1.5317214700193422
Elly De La Cruz,682829,-2.1789227166276333
Jurickson Profar,595777,0.4433781190019208
Whit Merrifield,593160,-1.998141891891892
Blake Sabol,666165,-3.8313953488372077
Adam Frazier,624428,-0.2802197802197805
Zach Neto,687263,0.7364741641337397
Andruw Monasterio,655316,0.5942857142857145
Salvador Perez,521692,-0.02086206896551747
Nick Senzel,669222,-1.1839393939393938
Kris Bryant,592178,1.856417910447762
Jake Cronenworth,630105,0.2655172413793126
Alec Burleson,676475,3.3377521613832846
Manuel Margot,622534,-0.8160714285714278
Brian Anderson,605119,-2.5033240997229904
Akil Baddoo,668731,-0.25714285714285745
Miguel Cabrera,408234,0.005675675675676851
Andrew Benintendi,643217,1.3375201288244762
Trent Grisham,663757,0.9978378378378392
Maikel Garcia,672580,2.2481553398058263
Ezequiel Tovar,678662,-3.4998373983739826
Ramon Laureano,657656,-2.186138613861385
Seth Brown,664913,0.9510582010582015
J.J. Bleday,668709,0.8303630363036316
Amed Rosario,642708,-0.7012844036697249
Luis Garcia,671277,2.4929460580912868
Jake Meyers,676694,-2.659824046920819
Giancarlo Stanton,519317,-0.22530120481927635
Drew Waters,671221,-0.9575667655786352
Matt Thaiss,642136,1.127361563517916
Jose Abreu,547989,-0.3991582491582486
Miguel Vargas,678246,0.7993421052631596
Mike Moustakas,519058,-2.826683937823833
Daulton Varsho,662139,-0.7206540447504312
Connor Wong,657136,-4.584863523573201
Nick Pratto,668472,-4.608115942028986
Owen Miller,680911,-2.8589171974522283
David Peralta,444482,0.2526066350710894
Shea Langeliers,669127,-1.33061224489796
Anthony Volpe,683011,0.01946755407653866
Elvis Andrus,462101,-2.3096059113300482
Esteury Ruiz,665923,-4.704828973843058
Jake McCarthy,664983,-2.6230769230769226
Zach McKinstry,656716,0.2828185328185335
Rowdy Tellez,642133,-0.23618233618233433
Yasmani Grandal,518735,-0.7093827160493821
Taylor Walls,670764,-1.4805157593123204
Yuli Gurriel,493329,-0.7519756838905776
Isiah Kiner-Falefa,643396,0.5221606648199453
Kyle Isbel,664728,-1.3916932907348236
Corey Julks,667452,-0.6126934984520122
Will Brennan,686823,-1.430989010989011
Joey Wiemer,686894,-2.064146341463413
Josh Rojas,668942,-2.378285714285716
Michael Massey,686681,1.2314533622559656
Enrique Hernandez,571771,-1.5759842519685028
Patrick Bailey,672275,-0.9966005665722375
Alex Call,669743,-0.22733485193621814
Alek Thomas,677950,-1.156965174129352
Starling Marte,516782,-1.2108504398826967
Gabriel Arias,672356,-2.560869565217392
Tony Kemp,643393,-0.8343675417661095
Jace Peterson,607054,-1.5034883720930228
Ji Hwan Bae,678225,-2.3226415094339607
Christian Bethancourt,542194,-3.262048192771084
Miguel Rojas,500743,-0.11300236406619338
Harrison Bader,664056,-1.625
Myles Straw,664702,-2.7608108108108103
Aledmys Diaz,649557,-2.5465116279069755
Eduardo Escobar,500871,-3.850161812297733
Paul DeJong,657557,-4.77975
Martin Maldonado,455117,-2.7437346437346433
Brett Baty,683146,-0.4786632390745492
Jorge Mateo,622761,-1.3277142857142852
Christian Vazquez,543877,-0.4845070422535191
Brice Turang,668930,-2.595089285714284
Gavin Sheets,657757,-0.36279069767441663
Javier Baez,595879,-2.1398537477148074
Brandon Crawford,543063,-0.5300000000000001
Tim Anderson,641313,-1.8429389312977094
Brenton Doyle,686668,-4.135962877030162
Oswaldo Cabrera,665828,-2.989393939393938
Nick Fortes,663743,-1.7383900928792555
Jean Segura,516416,-1.6800613496932504
Nick Allen,669397,-3.202431610942249
Joey Wendle,621563,-2.060062893081759
